date,min,max,median,q1,q3,stdev,count
2025-11-04T00:00:00.000Z,1.68,8.35,3.61,2.41,4.3,1.577,24
2025-11-05T00:00:00.000Z,3.18,9.49,3.58,3.27,5.43,2.035,24
2025-11-06T00:00:00.000Z,3.83,17.96,5.15,4.34,7.54,3.86,24
2025-11-07T00:00:00.000Z,3.62,19.94,9.89,6.17,18.17,5.925,24
2025-11-08T00:00:00.000Z,2.6,39.22,4.54,3.34,6.31,11.015,24
2025-11-09T00:00:00.000Z,2.73,34.11,4.92,3.92,18.04,9.968,24
2025-11-10T00:00:00.000Z,2.12,4.93,3.09,2.64,3.54,0.737,24
2025-11-11T00:00:00.000Z,1.82,4.14,3.5,2.61,3.64,0.682,24
2025-11-12T00:00:00.000Z,3.08,8.05,4.14,3.45,6.86,1.85,24
2025-11-13T00:00:00.000Z,3.58,19.96,5.22,4.36,7.47,4.011,24
2025-11-14T00:00:00.000Z,21.67,28.18,26.8,25.57,28.12,1.945,11
